Id,src,suser,target,msg,TrendMicroDsTenant,TrendMicroDsTenantId
274,172.20.0.10,System,192.168.90.10,The policy (fingerprint 4E:57:1E:DA:E9:9A:4D:DD:97:11:10:39:F3:8B:0A:31:43:33:0B:92) was successfully sent to the agent.,Primary,0
275,172.20.0.10,System,192.168.90.10,Alert: Unable to communicate\nSeverity: Critical,Primary,0
276,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
277,172.20.0.10,System,192.168.90.10,Alert: Smart Protection Server Connection Failed\nSeverity: Warning,Primary,0
278,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
279,172.20.0.10,System,192.168.90.10,Alert: Anti-Malware Component Update Failed\nSeverity: Warning,Primary,0
280,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
281,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
282,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
283,172.20.0.10,System,192.168.90.11,A Recommendation Scan on computer (192.168.90.11) has completed.,Primary,0
284,172.20.0.10,System,192.168.90.11,"Disconnected from Smart Protection Server for Smart Scan. This could be due to a configuration issue, or due to network connectivity.",Primary,0
285,172.20.0.10,System,192.168.90.11,There was a failure performing an Anti-Malware Component Update.  Check the Agent/Appliance Events for the cause.,Primary,0
286,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
287,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
288,172.20.0.10,System,192.168.90.11,The policy (fingerprint 9C:B2:E7:0D:68:2A:B0:0A:5A:F1:DA:95:C9:ED:0D:43:0F:59:7D:75) was successfully sent to the agent.,Primary,0
289,172.20.0.10,System,192.168.90.11,Alert: Unable to communicate\nSeverity: Critical,Primary,0
290,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
291,172.20.0.10,System,192.168.90.11,Alert: Anti-Malware Component Update Failed\nSeverity: Warning,Primary,0
292,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
293,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
294,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
295,172.20.0.10,System,192.168.90.12,Description Omitted,Primary,0
296,172.20.0.10,System,192.168.90.12,Description Omitted,Primary,0
297,172.20.0.10,System,192.168.90.12,A Recommendation Scan on computer (192.168.90.12) has completed.,Primary,0
298,172.20.0.10,System,192.168.90.12,"Disconnected from Smart Protection Server for Smart Scan. This could be due to a configuration issue, or due to network connectivity.",Primary,0
299,172.20.0.10,System,192.168.90.12,There was a failure performing an Anti-Malware Component Update.  Check the Agent/Appliance Events for the cause.,Primary,0
300,172.20.0.10,System,192.168.90.12,Smart Protection Server Connected for Smart Scan,Primary,0
301,172.20.0.10,System,192.168.90.12,Description Omitted,Primary,0
302,172.20.0.10,System,192.168.90.12,The policy (fingerprint 3A:03:2F:D0:92:74:B8:3C:57:FE:80:EB:C2:90:12:2A:4B:B6:A2:03) was successfully sent to the agent.,Primary,0
303,172.20.0.10,System,192.168.90.12,Smart Protection Server Connected for Smart Scan,Primary,0
304,172.20.0.10,System,192.168.90.12,Description Omitted,Primary,0
305,172.20.0.10,System,192.168.90.12,Alert: Unable to communicate\nSeverity: Critical,Primary,0
306,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
307,172.20.0.10,System,192.168.90.12,Alert: Anti-Malware Component Update Failed\nSeverity: Warning,Primary,0
308,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
309,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
310,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
311,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
312,172.20.0.10,System,192.168.80.2,A Recommendation Scan on computer (192.168.80.2) has completed.,Primary,0
313,172.20.0.10,System,192.168.80.2,Anti-Malware Component Update succeeded,Primary,0
314,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
315,172.20.0.10,System,192.168.80.2,The policy (fingerprint EC:FB:3F:F2:72:74:FB:0F:48:1B:FA:99:12:00:81:38:67:41:8F:48) was successfully sent to the agent.,Primary,0
316,172.20.0.10,System,192.168.80.2,Smart Protection Server Connected for Smart Scan,Primary,0
317,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
318,172.20.0.10,System,192.168.80.2,Alert: New Pattern Update is Downloaded and Available\nSeverity: Warning,Primary,0
319,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
320,172.20.0.10,System,192.168.80.2,Alert: Unable to communicate\nSeverity: Critical,Primary,0
321,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
322,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
323,172.20.0.10,System,192.168.90.10,Description Omitted,Primary,0
324,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
325,172.20.0.10,System,172.20.0.30 (FS),Smart Protection Server Connected for Smart Scan,Primary,0
326,172.20.0.10,System,172.19.0.37,Smart Protection Server Connected for Smart Scan,Primary,0
327,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
328,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
329,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
330,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
331,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
332,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
333,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
334,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
335,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
336,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
337,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
338,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
339,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
340,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
341,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
342,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
343,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
344,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
345,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
346,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
347,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
348,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
349,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
350,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
351,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
352,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
353,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
354,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
355,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
356,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
357,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
358,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
359,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
360,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
361,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
362,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
363,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
364,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
365,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
366,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
367,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
368,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
369,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
370,172.20.0.10,MasterAdmin,File Deleted D,Description Omitted,Primary,0
371,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
372,172.20.0.10,System,172.20.0.30 (FS),The policy (fingerprint 6C:6A:65:A2:8D:31:8D:40:8A:37:49:40:24:62:11:0E:30:81:A9:EE) was successfully sent to the agent.,Primary,0
373,172.20.0.10,System,172.20.0.30 (FS),Description Omitted,Primary,0
374,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
375,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
376,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
377,172.20.0.10,System,172.19.0.38,Description Omitted,Primary,0
378,172.20.0.10,System,172.19.0.38,Smart Protection Server Connected for Smart Scan,Primary,0
379,172.20.0.10,System,172.19.0.38,Description Omitted,Primary,0
380,172.20.0.10,System,172.19.0.38,Smart Protection Server Connected for Smart Scan,Primary,0
381,172.20.0.10,System,172.19.0.38,Smart Protection Server Connected for Smart Scan,Primary,0
382,172.20.0.10,System,172.19.0.38,Smart Protection Server Connected for Smart Scan,Primary,0
383,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
384,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
385,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
386,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
387,172.20.0.10,System,Recommendation Summary Report for Ali Bhai,Task Name: Recommendation Summary Report for Ali Bhai,Primary,0
388,172.20.0.10,System,,Deep Security Manager is emailing a report to All Users:\nRecommendation Summary Report for Ali Bhai,Primary,0
389,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
390,172.20.0.10,System,172.20.0.30 (FS),Scheduled Malware Scan Completed,Primary,0
391,172.20.0.10,System,192.168.80.2,Scheduled Malware Scan Completed,Primary,0
392,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
393,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
394,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
395,172.20.0.10,System,172.19.0.35,Description Omitted,Primary,0
396,172.20.0.10,System,172.19.0.35,Description Omitted,Primary,0
397,172.20.0.10,System,172.19.0.35,Smart Protection Server Connected for Smart Scan,Primary,0
398,172.20.0.10,System,172.19.0.35,Description Omitted,Primary,0
399,172.20.0.10,System,172.19.0.35,Description Omitted,Primary,0
400,172.20.0.10,System,172.19.0.35,Smart Protection Server Connected for Smart Scan,Primary,0
401,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
402,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
403,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
404,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
405,172.20.0.10,System,172.19.0.35,Description Omitted,Primary,0
406,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
407,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
408,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
409,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
410,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
411,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
412,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
413,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
414,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
415,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
416,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
417,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
418,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
419,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
420,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
421,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
422,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
423,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
424,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
425,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
426,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
427,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
428,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
429,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
430,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
431,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
432,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
433,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
434,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
435,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
436,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
437,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
438,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
439,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
440,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
441,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
442,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
443,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
444,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
445,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
446,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
447,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
448,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
449,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
450,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
451,172.20.0.10,System,192.168.90.11,An error occurred in the Deep Security Manager to Deep Security Agent/Appliance protocol: IOException: An existing connection was forcibly closed by the remote host.,Primary,0
452,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
453,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
454,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
455,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
456,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
457,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
458,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
459,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
460,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
461,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
462,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
463,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
464,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
465,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
466,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
467,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
468,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
469,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
470,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
471,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
472,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
473,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
474,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
475,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
476,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
477,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
478,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
479,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
480,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
481,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
482,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
483,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
484,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
485,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
486,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
487,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
488,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
489,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
490,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
491,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
492,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
493,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
494,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
495,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
496,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
497,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
498,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
499,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
500,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
501,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
502,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
503,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
504,172.20.0.10,System,192.168.90.11,Description Omitted,Primary,0
505,172.20.0.10,System,saeed,Description Omitted,Primary,0
506,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
507,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
508,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
509,172.20.0.10,System,192.168.90.10,Description Omitted,Primary,0
510,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
511,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
512,172.20.0.10,System,192.168.80.2,Description Omitted,Primary,0
513,172.20.0.10,MasterAdmin,MasterAdmin,User signed in from 172.16.3.5,Primary,0
514,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
515,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
516,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
517,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
518,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
519,172.20.0.10,System,MasterAdmin,IP: 172.16.3.5,Primary,0
520,172.20.0.10,System,172.19.0.32,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
521,172.20.0.10,System,172.19.0.35,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
522,172.20.0.10,System,172.19.0.38,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
523,172.20.0.10,System,172.19.0.39,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
524,172.20.0.10,System,172.19.0.37,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
525,172.20.0.10,System,172.19.0.36,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
526,172.20.0.10,System,172.19.0.34,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
527,172.20.0.10,System,172.19.0.33,"The Agent/Appliance detected an attempt to identify the computer operating system via a ""fingerprint"" probe. Check the Agent/Appliance Events to see the details of the probe. TrendMicroDsScannerIp=172.19.0.86 TrendMicroDsTargetPortList=445",Primary,0
528,172.20.0.10,System,172.19.0.32,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
529,172.20.0.10,System,172.19.0.33,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
530,172.20.0.10,System,172.19.0.34,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
531,172.20.0.10,System,172.19.0.35,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
532,172.20.0.10,System,172.19.0.36,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
533,172.20.0.10,System,172.19.0.37,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
534,172.20.0.10,System,172.19.0.38,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
535,172.20.0.10,System,172.19.0.39,Alert: Reconnaissance Detected: Computer OS Fingerprint Probe\nSeverity: Warning,Primary,0
536,172.20.0.10,System,,Alert Emails have been sent to the following Users: \nMasterAdmin\nsaeed (Saeed)\nmali\ntm@candyland1.com (System)\n,Primary,0
537,172.20.0.10,System,saeed,User with username saeed was locked out on an attempt to sign in from 172.16.3.151,Primary,0
538,172.20.0.10,System,saeed,User with username saeed was locked out on an attempt to sign in from 172.16.3.151,Primary,0
539,172.20.0.10,System,saeed,User with username saeed was locked out on an attempt to sign in from 172.16.3.151,Primary,0
540,172.20.0.10,System,192.168.90.10,Description Omitted,Primary,0
541,172.20.0.10,System,192.168.90.10,Smart Protection Server Connected for Smart Scan,Primary,0
542,172.20.0.10,System,192.168.90.10,Description Omitted,Primary,0
543,172.20.0.10,System,MasterAdmin,Description Omitted,Primary,0
544,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
545,172.20.0.10,System,192.168.90.11,Smart Protection Server Connected for Smart Scan,Primary,0
